schema_version,run_id,interval_start_utc,zone_type,zone_id,demand_p10_mw,demand_p50_mw,demand_p90_mw,demand_percentile,supply_pressure,climate_exposure,generation_by_type_json,main_drivers_json,data_freshness_ok,quality_flags
system_signal_v1,fixture-20260919T000000Z,2026-09-19T15:00:00+00:00,SUBSYSTEM,NE,12309.655,12957.532,13605.409,0.5906,0.35,0.18,"{""EOLIELÉTRICA"":2073.205,""FOTOVOLTAICA"":1099.483,""HIDROELÉTRICA"":6478.766,""TÉRMICA"":2850.657}","{""calendar_hour"":15,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T15:00:00+00:00,SUBSYSTEM,S,11324.883,11920.929,12516.975,0.5906,0.35,0.18,"{""EOLIELÉTRICA"":1907.349,""FOTOVOLTAICA"":1011.524,""HIDROELÉTRICA"":5960.465,""TÉRMICA"":2622.604}","{""calendar_hour"":15,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T15:00:00+00:00,SUBSYSTEM,SE/CO,41360.442,43537.307,45714.172,0.5906,0.35,0.3556,"{""EOLIELÉTRICA"":6965.969,""FOTOVOLTAICA"":3694.263,""HIDROELÉTRICA"":21768.654,""TÉRMICA"":9578.208}","{""calendar_hour"":15,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T15:00:00+00:00,SIN,SIN,70411.228,74117.082,77822.936,0.5906,0.35,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":15,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T16:00:00+00:00,SUBSYSTEM,N,5368.214,5650.752,5933.29,0.675,0.3982,0.18,"{""EOLIELÉTRICA"":904.12,""FOTOVOLTAICA"":339.045,""HIDROELÉTRICA"":2825.376,""TÉRMICA"":1243.165}","{""calendar_hour"":16,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T16:00:00+00:00,SUBSYSTEM,NE,12200.487,12842.618,13484.749,0.675,0.3982,0.18,"{""EOLIELÉTRICA"":2054.819,""FOTOVOLTAICA"":770.557,""HIDROELÉTRICA"":6421.309,""TÉRMICA"":2825.376}","{""calendar_hour"":16,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T16:00:00+00:00,SUBSYSTEM,S,11224.448,11815.208,12405.968,0.675,0.3982,0.18,"{""EOLIELÉTRICA"":1890.433,""FOTOVOLTAICA"":708.912,""HIDROELÉTRICA"":5907.604,""TÉRMICA"":2599.346}","{""calendar_hour"":16,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T16:00:00+00:00,SUBSYSTEM,SE/CO,40993.635,43151.195,45308.755,0.675,0.3982,0.3905,"{""EOLIELÉTRICA"":6904.191,""FOTOVOLTAICA"":2589.072,""HIDROELÉTRICA"":21575.597,""TÉRMICA"":9493.263}","{""calendar_hour"":16,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T16:00:00+00:00,SIN,SIN,69786.784,73459.773,77132.762,0.675,0.3982,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":16,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T17:00:00+00:00,SUBSYSTEM,N,5355.625,5637.5,5919.375,0.7475,0.45,0.18,"{""EOLIELÉTRICA"":902.0,""FOTOVOLTAICA"":175.091,""HIDROELÉTRICA"":2818.75,""TÉRMICA"":1240.25}","{""calendar_hour"":17,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T17:00:00+00:00,SUBSYSTEM,NE,12171.875,12812.5,13453.125,0.7475,0.45,0.18,"{""EOLIELÉTRICA"":2050.0,""FOTOVOLTAICA"":397.934,""HIDROELÉTRICA"":6406.25,""TÉRMICA"":2818.75}","{""calendar_hour"":17,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T17:00:00+00:00,SUBSYSTEM,S,11198.125,11787.5,12376.875,0.7475,0.45,0.18,"{""EOLIELÉTRICA"":1886.0,""FOTOVOLTAICA"":366.1,""HIDROELÉTRICA"":5893.75,""TÉRMICA"":2593.25}","{""calendar_hour"":17,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T17:00:00+00:00,SUBSYSTEM,SE/CO,40897.5,43050.0,45202.5,0.7475,0.45,0.4125,"{""EOLIELÉTRICA"":6888.0,""FOTOVOLTAICA"":1337.059,""HIDROELÉTRICA"":21525.0,""TÉRMICA"":9471.0}","{""calendar_hour"":17,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T17:00:00+00:00,SIN,SIN,69623.125,73287.5,76951.875,0.7475,0.45,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":17,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T18:00:00+00:00,SUBSYSTEM,N,5360.233,5642.35,5924.468,0.8031,0.5018,0.18,"{""EOLIELÉTRICA"":902.776,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2821.175,""TÉRMICA"":1241.317}","{""calendar_hour"":18,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T18:00:00+00:00,SUBSYSTEM,NE,12182.348,12823.524,13464.7,0.8031,0.5018,0.18,"{""EOLIELÉTRICA"":2051.764,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":6411.762,""TÉRMICA"":2821.175}","{""calendar_hour"":18,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T18:00:00+00:00,SUBSYSTEM,S,11207.76,11797.642,12387.524,0.8031,0.5018,0.18,"{""EOLIELÉTRICA"":1887.623,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5898.821,""TÉRMICA"":2595.481}","{""calendar_hour"":18,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T18:00:00+00:00,SUBSYSTEM,SE/CO,40932.688,43087.04,45241.392,0.8031,0.5018,0.42,"{""EOLIELÉTRICA"":6893.926,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":21543.52,""TÉRMICA"":9479.149}","{""calendar_hour"":18,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T18:00:00+00:00,SIN,SIN,69683.028,73350.556,77018.084,0.8031,0.5018,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":18,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T19:00:00+00:00,SUBSYSTEM,N,5355.625,5637.5,5919.375,0.8381,0.55,0.18,"{""EOLIELÉTRICA"":902.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2818.75,""TÉRMICA"":1240.25}","{""calendar_hour"":19,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T19:00:00+00:00,SUBSYSTEM,NE,12171.875,12812.5,13453.125,0.8381,0.55,0.18,"{""EOLIELÉTRICA"":2050.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":6406.25,""TÉRMICA"":2818.75}","{""calendar_hour"":19,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T19:00:00+00:00,SUBSYSTEM,S,11198.125,11787.5,12376.875,0.8381,0.55,0.18,"{""EOLIELÉTRICA"":1886.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5893.75,""TÉRMICA"":2593.25}","{""calendar_hour"":19,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T19:00:00+00:00,SUBSYSTEM,SE/CO,40897.5,43050.0,45202.5,0.8381,0.55,0.4125,"{""EOLIELÉTRICA"":6888.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":21525.0,""TÉRMICA"":9471.0}","{""calendar_hour"":19,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T19:00:00+00:00,SIN,SIN,69623.125,73287.5,76951.875,0.8381,0.55,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":19,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T20:00:00+00:00,SUBSYSTEM,N,5316.017,5595.807,5875.597,0.85,0.5914,0.18,"{""EOLIELÉTRICA"":895.329,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2797.903,""TÉRMICA"":1231.078}","{""calendar_hour"":20,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T20:00:00+00:00,SUBSYSTEM,NE,12081.855,12717.742,13353.629,0.85,0.5914,0.18,"{""EOLIELÉTRICA"":2034.839,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":6358.871,""TÉRMICA"":2797.903}","{""calendar_hour"":20,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T20:00:00+00:00,SUBSYSTEM,S,11115.307,11700.323,12285.339,0.85,0.5914,0.18,"{""EOLIELÉTRICA"":1872.052,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5850.162,""TÉRMICA"":2574.071}","{""calendar_hour"":20,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T20:00:00+00:00,SUBSYSTEM,SE/CO,40595.032,42731.613,44868.194,0.85,0.5914,0.3905,"{""EOLIELÉTRICA"":6837.058,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":21365.806,""TÉRMICA"":9400.955}","{""calendar_hour"":20,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T20:00:00+00:00,SIN,SIN,69108.211,72745.485,76382.759,0.85,0.5914,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":20,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T21:00:00+00:00,SUBSYSTEM,N,5225.0,5500.0,5775.0,0.8381,0.6232,0.18,"{""EOLIELÉTRICA"":880.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2750.0,""TÉRMICA"":1210.0}","{""calendar_hour"":21,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T21:00:00+00:00,SUBSYSTEM,NE,11875.0,12500.0,13125.0,0.8381,0.6232,0.18,"{""EOLIELÉTRICA"":2000.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":6250.0,""TÉRMICA"":2750.0}","{""calendar_hour"":21,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T21:00:00+00:00,SUBSYSTEM,S,10925.0,11500.0,12075.0,0.8381,0.6232,0.18,"{""EOLIELÉTRICA"":1840.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5750.0,""TÉRMICA"":2530.0}","{""calendar_hour"":21,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T21:00:00+00:00,SUBSYSTEM,SE/CO,39900.0,42000.0,44100.0,0.8381,0.6232,0.3556,"{""EOLIELÉTRICA"":6720.0,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":21000.0,""TÉRMICA"":9240.0}","{""calendar_hour"":21,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T21:00:00+00:00,SIN,SIN,67925.0,71500.0,75075.0,0.8381,0.6232,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":21,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T22:00:00+00:00,SUBSYSTEM,N,5081.786,5349.248,5616.71,0.8031,0.6432,0.18,"{""EOLIELÉTRICA"":855.88,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2674.624,""TÉRMICA"":1176.835}","{""calendar_hour"":22,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T22:00:00+00:00,SUBSYSTEM,NE,11549.513,12157.382,12765.251,0.8031,0.6432,0.18,"{""EOLIELÉTRICA"":1945.181,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":6078.691,""TÉRMICA"":2674.624}","{""calendar_hour"":22,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T22:00:00+00:00,SUBSYSTEM,S,10625.552,11184.792,11744.032,0.8031,0.6432,0.18,"{""EOLIELÉTRICA"":1789.567,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5592.396,""TÉRMICA"":2460.654}","{""calendar_hour"":22,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T22:00:00+00:00,SUBSYSTEM,SE/CO,38806.365,40848.805,42891.245,0.8031,0.6432,0.31,"{""EOLIELÉTRICA"":6535.809,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":20424.403,""TÉRMICA"":8986.737}","{""calendar_hour"":22,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T22:00:00+00:00,SIN,SIN,66063.216,69540.227,73017.238,0.8031,0.6432,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":22,""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T23:00:00+00:00,SUBSYSTEM,N,4903.127,5161.186,5419.245,0.7475,0.65,0.18,"{""EOLIELÉTRICA"":825.79,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":2580.593,""TÉRMICA"":1135.461}","{""calendar_hour"":23,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T23:00:00+00:00,SUBSYSTEM,NE,11143.47,11729.968,12316.466,0.7475,0.65,0.18,"{""EOLIELÉTRICA"":1876.795,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5864.984,""TÉRMICA"":2580.593}","{""calendar_hour"":23,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T23:00:00+00:00,SUBSYSTEM,S,10251.992,10791.571,11331.15,0.7475,0.65,0.18,"{""EOLIELÉTRICA"":1726.651,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":5395.785,""TÉRMICA"":2374.146}","{""calendar_hour"":23,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T23:00:00+00:00,SUBSYSTEM,SE/CO,37442.058,39412.693,41383.328,0.7475,0.65,0.2569,"{""EOLIELÉTRICA"":6306.031,""FOTOVOLTAICA"":0.0,""HIDROELÉTRICA"":19706.346,""TÉRMICA"":8670.792}","{""calendar_hour"":23,""climate_signal"":""synthetic"",""fixture"":true}",True,[]
system_signal_v1,fixture-20260919T000000Z,2026-09-19T23:00:00+00:00,SIN,SIN,63740.647,67095.418,70450.189,0.7475,0.65,0.21,"{""aggregation"":""SIN"",""fixture"":true}","{""calendar_hour"":23,""fixture"":true}",True,[]
